2,3,-1
7,8,-1
12,13,-1
17,18,-1
17,9,-1
16,17,-1
19,18,-1
21,11,-1
21,22,-1
21,23,-1
21,24,-1
20,21,-1
25,11,-1
25,22,-1
25,26,-1
25,27,-1
20,25,-1
28,11,-1
28,22,-1
28,29,-1
28,30,-1
20,28,-1
19,20,-1
16,19,-1
31,32,-1
36,37,-1
36,9,-1
35,36,-1
38,37,-1
38,20,-1
35,38,-1
39,40,-1
39,14,-1
35,39,-1
41,42,-1
48,49,-1
48,50,-1
47,48,-1
46,47,-1
52,53,-1
51,52,-1
46,51,-1
45,46,-1
44,45,-1
44,54,-1
56,50,-1
56,57,-1
55,56,-1
44,55,-1
43,44,-1
60,61,-1
60,50,-1
59,60,-1
58,59,-1
58,62,-1
58,63,-1
58,64,-1
43,58,-1
41,43,-1
35,41,-1
65,66,-1
70,71,-1
70,9,-1
69,70,-1
72,71,-1
72,20,-1
69,72,-1
73,74,-1
73,14,-1
69,73,-1
75,76,-1
75,33,-1
69,75,-1
77,76,-1
79,35,-1
79,80,-1
79,81,-1
79,82,-1
78,79,-1
83,35,-1
83,80,-1
83,23,-1
83,84,-1
78,83,-1
85,35,-1
85,80,-1
85,26,-1
85,86,-1
78,85,-1
87,35,-1
87,80,-1
87,29,-1
87,88,-1
78,87,-1
77,78,-1
69,77,-1
89,90,-1
89,43,-1
69,89,-1
68,69,-1
68,91,-1
68,81,-1
68,92,-1
67,68,-1
65,67,-1
35,65,-1
93,66,-1
95,69,-1
95,96,-1
95,23,-1
95,97,-1
94,95,-1
98,69,-1
98,96,-1
98,26,-1
98,99,-1
94,98,-1
100,69,-1
100,96,-1
100,29,-1
100,101,-1
94,100,-1
93,94,-1
35,93,-1
34,35,-1
34,102,-1
34,81,-1
34,103,-1
33,34,-1
31,33,-1
16,31,-1
104,32,-1
104,78,-1
16,104,-1
105,106,-1
105,43,-1
16,105,-1
107,108,-1
107,67,-1
16,107,-1
109,108,-1
109,94,-1
16,109,-1
15,16,-1
15,110,-1
15,23,-1
15,111,-1
14,15,-1
112,16,-1
112,110,-1
112,26,-1
112,113,-1
14,112,-1
114,16,-1
114,110,-1
114,29,-1
114,115,-1
14,114,-1
12,14,-1
11,12,-1
116,117,-1
116,33,-1
11,116,-1
118,117,-1
118,78,-1
11,118,-1
119,120,-1
119,43,-1
11,119,-1
121,122,-1
121,67,-1
11,121,-1
123,122,-1
123,94,-1
11,123,-1
10,11,-1
10,124,-1
10,81,-1
10,125,-1
9,10,-1
7,9,-1
6,7,-1
126,8,-1
126,20,-1
6,126,-1
127,128,-1
127,14,-1
6,127,-1
129,130,-1
129,33,-1
6,129,-1
131,130,-1
131,78,-1
6,131,-1
132,133,-1
132,43,-1
6,132,-1
134,135,-1
134,67,-1
6,134,-1
136,135,-1
136,94,-1
6,136,-1
5,6,-1
5,137,-1
5,81,-1
5,138,-1
4,5,-1
2,4,-1
1,2,-1
