2,3,-1
7,8,-1
12,13,-1
17,18,-1
17,9,-1
16,17,-1
19,18,-1
21,11,-1
21,22,-1
21,23,-1
21,24,-1
20,21,-1
25,11,-1
25,22,-1
25,26,-1
25,27,-1
20,25,-1
28,11,-1
28,22,-1
28,29,-1
28,30,-1
20,28,-1
19,20,-1
16,19,-1
31,32,-1
36,37,-1
36,9,-1
35,36,-1
38,37,-1
38,20,-1
35,38,-1
39,40,-1
39,14,-1
35,39,-1
41,42,-1
44,45,-1
44,46,-1
50,51,-1
57,58,-1
57,59,-1
56,57,-1
55,56,-1
61,62,-1
60,61,-1
55,60,-1
54,55,-1
53,54,-1
53,63,-1
65,59,-1
65,66,-1
64,65,-1
53,64,-1
52,53,-1
69,59,-1
69,70,-1
69,66,-1
68,69,-1
67,68,-1
67,63,-1
67,71,-1
67,72,-1
52,67,-1
50,52,-1
49,50,-1
48,49,-1
48,73,-1
48,74,-1
48,75,-1
47,48,-1
44,47,-1
43,44,-1
41,43,-1
35,41,-1
76,42,-1
76,47,-1
35,76,-1
77,78,-1
82,83,-1
82,9,-1
81,82,-1
84,83,-1
84,20,-1
81,84,-1
85,86,-1
85,14,-1
81,85,-1
87,88,-1
87,33,-1
81,87,-1
89,88,-1
91,35,-1
91,92,-1
91,93,-1
91,94,-1
90,91,-1
95,35,-1
95,92,-1
95,23,-1
95,96,-1
90,95,-1
97,35,-1
97,92,-1
97,26,-1
97,98,-1
90,97,-1
99,35,-1
99,92,-1
99,29,-1
99,100,-1
90,99,-1
89,90,-1
81,89,-1
101,102,-1
101,43,-1
81,101,-1
103,102,-1
103,47,-1
81,103,-1
80,81,-1
80,104,-1
80,93,-1
80,105,-1
79,80,-1
77,79,-1
35,77,-1
106,78,-1
108,81,-1
108,109,-1
108,23,-1
108,110,-1
107,108,-1
111,81,-1
111,109,-1
111,26,-1
111,112,-1
107,111,-1
113,81,-1
113,109,-1
113,29,-1
113,114,-1
107,113,-1
106,107,-1
35,106,-1
34,35,-1
34,115,-1
34,93,-1
34,116,-1
33,34,-1
31,33,-1
16,31,-1
117,32,-1
117,90,-1
16,117,-1
118,119,-1
118,43,-1
16,118,-1
120,119,-1
120,47,-1
16,120,-1
121,122,-1
121,79,-1
16,121,-1
123,122,-1
123,107,-1
16,123,-1
15,16,-1
15,124,-1
15,23,-1
15,125,-1
14,15,-1
126,16,-1
126,124,-1
126,26,-1
126,127,-1
14,126,-1
128,16,-1
128,124,-1
128,29,-1
128,129,-1
14,128,-1
12,14,-1
11,12,-1
130,131,-1
130,33,-1
11,130,-1
132,131,-1
132,90,-1
11,132,-1
133,134,-1
133,43,-1
11,133,-1
135,134,-1
135,47,-1
11,135,-1
136,137,-1
136,79,-1
11,136,-1
138,137,-1
138,107,-1
11,138,-1
10,11,-1
10,139,-1
10,93,-1
10,140,-1
9,10,-1
7,9,-1
6,7,-1
141,8,-1
141,20,-1
6,141,-1
142,143,-1
142,14,-1
6,142,-1
144,145,-1
144,33,-1
6,144,-1
146,145,-1
146,90,-1
6,146,-1
147,148,-1
147,43,-1
6,147,-1
149,148,-1
149,47,-1
6,149,-1
150,151,-1
150,79,-1
6,150,-1
152,151,-1
152,107,-1
6,152,-1
5,6,-1
5,153,-1
5,93,-1
5,154,-1
4,5,-1
2,4,-1
1,2,-1
